Species,Code,Dataset,BIOME,,GF,Decid/E'green,Needle/Broad lf,C3C4,N2-fixer,log LL,log LMA,log Nmass,log Narea,log Gs,log Parea,log Amass,log Aarea
Empetrum hermaphroditum,977,Kudo_Cornelissen_Latnjajaure,TUNDRA,,S,E,B,,N,1.621375493,2.191366537,-0.015472687,0.176322821,0,0,0,0
Juncus trifidus,978,Kudo_Cornelissen_Latnjajaure,TUNDRA,,G,,B,C3,N,0,1.761649598,0.508931716,0.270581314,0,0,0,0
Loiseleuria procumbens,979,Kudo_Cornelissen_Latnjajaure,TUNDRA,,S,E,,,N,1.718285506,2.363212995,0.02325246,0.387674516,0,0,0,0
Luzula multiflora,980,Kudo_Cornelissen_Latnjajaure,TUNDRA,,G,,B,C3,N,0,1.532598017,0.361281145,-0.106120838,0,0,0,0
Oxyria digyna,981,Kudo_Cornelissen_Latnjajaure,TUNDRA,,H,D,B,C3,N,0,1.79451593,0.545307116,0.337778625,0,0,0,0
Pedicularis hirsuta,982,Kudo_Cornelissen_Latnjajaure,TUNDRA,,H,,B,C3,N,0,1.692980139,0.441773663,0.134753802,0,0,0,0
Pedicularis lapponica,983,Kudo_Cornelissen_Latnjajaure,TUNDRA,,H,D,B,C3,N,0.349397294,1.958988944,0.361727836,0.320437104,0,0,0,0
Phleum alpinum,984,Kudo_Cornelissen_Latnjajaure,TUNDRA,,G,,B,C3,N,0,1.618559683,0.498823821,0.117383504,0,0,0,0
Phyllodoce caerulea,985,Kudo_Cornelissen_Latnjajaure,TUNDRA,,S,E,,,N,1.533921721,2.106971339,0.043362278,0.149973083,0,0,0,0
Polygonum viviparum,986,Kudo_Cornelissen_Latnjajaure,TUNDRA,,H,,B,C3,N,0.241164251,1.943977646,0.569958818,0.514501266,0,0,0,0
Potentilla crantzii,987,Kudo_Cornelissen_Latnjajaure,TUNDRA,,H,D,B,C3,N,0.339710027,1.913555421,0.428134794,0.342817315,0,0,0,0
Ranunculus nivalis,988,Kudo_Cornelissen_Latnjajaure,TUNDRA,,H,D,,,N,0.4253734,1.696036154,0.484299839,0.180570269,0,0,0,0
Rhododendron lapponicum,989,Kudo_Cornelissen_Latnjajaure,TUNDRA,,S,E,B,C3,N,1.122193428,2.201397124,0.271841607,0.473238731,0,0,0,0
Rubus chamaemorus,990,Kudo_Cornelissen_Latnjajaure,TUNDRA,,H,,B,C3,N,0,1.903089987,0.414973348,0.318063335,0,0,0,0
Salix herbacea,991,Kudo_Cornelissen_Latnjajaure,TUNDRA,,S,D,B,C3,N,0.421784169,1.912700859,0.426767371,0.345453088,0,0,0,0
Salix myrsinites,992,Kudo_Cornelissen_Latnjajaure,TUNDRA,,S,D,B,C3,N,0,1.977723605,0.394451681,0.372175286,0,0,0,0
Salix polaris,993,Kudo_Cornelissen_Latnjajaure,TUNDRA,,S,D,B,C3,N,0.395792984,1.920124508,0.395326393,0.326038718,0,0,0,0
Salix reticulata,994,Kudo_Cornelissen_Latnjajaure,TUNDRA,,S,D,B,C3,N,0.435966474,2.03831706,0.356025857,0.395343869,0,0,0,0
Sibbaldia procumbens,995,Kudo_Cornelissen_Latnjajaure,TUNDRA,,H,D,B,C3,N,0.198129619,1.802510596,0.460897843,0.264935822,0,0,0,0
Trollius europaeus,996,Kudo_Cornelissen_Latnjajaure,TUNDRA,,H,,B,C3,N,0,1.555358409,0.397713467,-0.046928124,0,0,0,0
Vaccinium myrtillus,997,Kudo_Cornelissen_Latnjajaure,TUNDRA,,S,D,B,C3,N,0.336432317,1.86332286,0.212187604,0.075510465,0,0,0,0
Vaccinium uliginosum,998,Kudo_Cornelissen_Latnjajaure,TUNDRA,,S,D,B,C3,N,0.346192154,1.904227848,0.397940009,0.306425028,0,0,0,0
Vaccinium vitis-idaea,999,Kudo_Cornelissen_Latnjajaure,TUNDRA,,S,E,B,C3,N,1.566106404,2.391300214,-0.013228266,0.380283618,0,0,0,0
Veronica alpina,1000,Kudo_Cornelissen_Latnjajaure,TUNDRA,,H,,B,C3,N,0,1.561039253,0.490714375,0.051753627,0,0,0,0
Cassiope tetragona,1001,Kudo_Cornelissen_Svalbard,TUNDRA,,S,E,B,C3,N,1.717191565,0,0.075546961,0,0,0,0,0
Dryas octopetala,1002,Kudo_Cornelissen_Svalbard,TUNDRA,,S,E,B,C3,N,0,2.071882007,0.371067862,0.44294987,0,0,0,0
Oxyria digyna,1003,Kudo_Cornelissen_Svalbard,TUNDRA,,H,D,B,C3,N,0,1.851258349,0.62838893,0.479647279,0,0,0,0
Polygonum viviparum,1004,Kudo_Cornelissen_Svalbard,TUNDRA,,H,,B,C3,N,0,1.903089987,0.603144373,0.50623436,0,0,0,0
Salix polaris,1005,Kudo_Cornelissen_Svalbard,TUNDRA,,S,D,B,C3,N,0,1.86923172,0.586587305,0.455819024,0,0,0,0
Rubus corylifolius,1006,Kuppers_Bayreuth,WLAND,,V,D,B,C3,N,0.77815125,1.847711656,0.264817823,0.112529479,2.301029996,-0.873534743,2.269512944,1.113943352
Prunus spinosa,1007,Kuppers_Bayreuth,WLAND,,S,D,B,C3,N,0.763427994,1.954677021,0.326335861,0.281012882,2.602059991,-0.790050474,2.068185862,1.021189299
Crataegus x macrocarpa,1008,Kuppers_Bayreuth,WLAND,,S,D,B,C3,N,0.819543936,2.040958608,0.309630167,0.350588775,2.62838893,-0.578830151,1.959041392,1
Acer campestre,1009,Kuppers_Bayreuth,WLAND,,T,D,B,C3,N,0.785329835,1.978810701,0.28780173,0.266612431,2.243038049,-0.742435698,2,0.977723605
Ribes uva crispa,1010,Kuppers_Bayreuth,WLAND,,S,D,B,C3,N,0.908485019,1.812479279,0.31386722,0.1263465,2.397940009,-1.011429462,2.187520721,1
Aegle marmelos,1011,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,2.059184618,0.285557309,0.344741927,0,-0.224812039,0,0
Amoora rohitika,1012,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,1.608526034,0.257678575,-0.133795392,0,-0.976500618,0,0
Annona squamosa,1013,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,1.739572344,0.501059262,0.240631607,0,-1.029978734,0,0
Anthocephalus cadamba,1014,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,2.056142262,0.243038049,0.299180311,0,-0.665104137,0,0
Artocarpus heterophyllus,1015,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,2.024074987,0.418301291,0.442376279,0,-0.697171412,0,0
Artocarpus lakoocha,1016,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.963315511,0.298853076,0.262168588,0,-0.806235567,0,0
Azadirachta indica,1017,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.897627091,0.484299839,0.381926931,0,-0.823619308,0,0
Bambusa bambos,1018,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.793790385,0.361727836,0.155518221,0,-1.06008158,0,0
Bauhinia variegata,1019,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,Y,0,1.881954971,0.478566496,0.360521467,0,-0.455287197,0,0
Bombax ceiba,1020,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,2.062205809,0.204119983,0.266325791,0,-0.65904059,0,0
Bougainvellia spectabilis,1021,Lal_etal_Inceptisol,TROP_FOR,,S,E,B,,N,0,1.82672252,0.436162647,0.262885167,0,-1.131884795,0,0
Carissa carundu,1022,Lal_etal_Inceptisol,TROP_FOR,,S,E,B,,N,0,1.946452265,0.068185862,0.014638127,0,-0.877456476,0,0
Cassia fistula,1023,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,Y,0,1.815577748,0.342422681,0.158000429,0,-0.95397333,0,0
Cordia dichotoma,1024,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,2.06069784,0.326335861,0.387033701,0,-0.708853238,0,0
Crescentia cujete,1025,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,1.832508913,0.301029996,0.133538908,0,-0.963371105,0,0
Dalbergia sissoo,1026,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,Y,0,2.082426301,0.320146286,0.402572587,0,-0.662301194,0,0
Dillenia indica,1027,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,1.963315511,0.133538908,0.09685442,0,-0.890556453,0,0
Diospyros embryopteris,1028,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,2.008174184,0.212187604,0.220361788,0,-0.560462052,0,0
Eucalyptus globulus,1029,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,C3,N,0,2.161368002,0.103803721,0.265171723,0,-0.662540739,0,0
Ficus benghalensis,1030,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,2.101747074,0.11058971,0.212336784,0,-0.856860241,0,0
Ficus carica,1031,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.933487288,0.499687083,0.43317437,0,-0.744293417,0,0
Ficus religiosa,1032,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,2.03702788,0.170261715,0.207289595,0,-0.883790874,0,0
Ficus rumphii,1033,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.898176483,0.190331698,0.088508182,0,-0.987880164,0,0
Gardenia jasminoides,1034,Lal_etal_Inceptisol,TROP_FOR,,S,E,B,,N,0,1.914343157,0.181843588,0.096186745,0,-0.855207922,0,0
Grewia asiatica,1035,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,2.005180513,0.238046103,0.243226616,0,-0.547661456,0,0
Hamelia patens,1036,Lal_etal_Inceptisol,TROP_FOR,,S,E,B,,N,0,1.821513528,0.523746467,0.345259995,0,-0.856267177,0,0
Hibiscus rosa-sinensis,1037,Lal_etal_Inceptisol,TROP_FOR,,S,E,B,,N,0,1.668385917,0.350248018,0.018633935,0,-0.553462833,0,0
Holoptelia integrifolia,1038,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.796574333,0.439332694,0.235907027,0,-0.999305684,0,0
Ixora alba,1039,Lal_etal_Inceptisol,TROP_FOR,,S,E,B,,N,0,1.922725458,0.342422681,0.265148139,0,-0.645910778,0,0
Ixora coccinea,1040,Lal_etal_Inceptisol,TROP_FOR,,S,E,B,,N,0,2.006466042,0.1430148,0.149480843,0,-0.817442699,0,0
Kigelia pinnata,1041,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,2.038222638,0.227886705,0.266109343,0,-0.706504857,0,0
Lagerstroemia speciosa,1042,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.941511433,0.307496038,0.249007471,0,-0.736269273,0,0
Litchi chinensis,1043,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,2.110252917,0.152288344,0.262541262,0,-0.458383318,0,0
Madhuca indica,1044,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,2.050379756,0.247973266,0.298353023,0,-0.870438998,0,0
Magnolia grandiflora,1045,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,2.194236749,0.127104798,0.321341547,0,-0.726582005,0,0
Mallotus phillippensis,1046,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,1.757396029,0.396199347,0.153595376,0,-0.64054398,0,0
Mangifera indica,1047,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,2.131618664,0.225309282,0.356927946,0,-0.692290077,0,0
Mimusops elengi,1048,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,2.098643726,0.222716471,0.321360197,0,-0.24814376,0,0
Mimusops hexendra,1049,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,2.089551883,0.209515015,0.299066897,0,-0.512508108,0,0
Mitragyna parviflora,1050,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.959041392,0.292256071,0.251297464,0,-0.927015255,0,0
Morus alba,1051,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.828015064,0.307496038,0.135511102,0,-0.941536014,0,0
Nyctanthes arbor-tristis,1052,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.991669007,0.230448921,0.222117929,0,-0.545932995,0,0
Polyalthia longifolia,1053,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,1.80685803,0.326335861,0.13319389,0,-0.870922676,0,0
Polyalthia pendulosa,1054,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,1.856124444,0.403120521,0.259244965,0,-0.763664314,0,0
Pongamia pinnata,1055,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,Y,0,1.781036939,0.445604203,0.226641142,0,-1.042871802,0,0
Populus deltoides,1056,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,C3,N,0,2.011570444,0.382017043,0.393587486,0,-0.733157051,0,0
Psidium guajava,1057,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,1.959518377,0.238046103,0.19756448,0,-0.718262328,0,0
Pterospermum acerifolia,1058,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,1.980911938,0.155336037,0.136247975,0,-0.604114714,0,0
Quisqualis indica,1059,Lal_etal_Inceptisol,TROP_FOR,,S,E,B,,N,0,1.608526034,0.463892989,0.072419023,0,-0.758005511,0,0
Sapindus mykorossi,1060,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.719331287,0.478566496,0.197897783,0,-0.712466989,0,0
Saraca indica,1061,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,Y,0,1.946452265,0.309630167,0.256082432,0,-0.73132844,0,0
Schleichera oleosa,1062,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.910090546,0.252853031,0.162943577,0,-0.373906111,0,0
Semecarpus anacardium,1063,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.827369273,0.26245109,0.089820363,0,-0.710232729,0,0
Spathodea companulata,1064,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,2.015778756,0.285557309,0.301336065,0,-0.753772322,0,0
Spondias mangifera,1065,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.8876173,0.245512668,0.133129968,0,-0.936291441,0,0
Sterculia alata,1066,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.942008053,0.357934847,0.2999429,0,-0.756961951,0,0
Sterculia colorata,1067,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.948901761,0.217483944,0.166385705,0,-0.795825734,0,0
Strychnos nuxvomica,1068,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.904174368,0.418301291,0.32247566,0,-1.054432947,0,0
Swietinia mahogoni,1069,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.928395852,0.181843588,0.11023944,0,-1.117361638,0,0
Syzygium jambos,1070,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,2.062205809,0.130333768,0.192539577,0,-0.983551682,0,0
Tabernaemontana coronaria,1071,Lal_etal_Inceptisol,TROP_FOR,,S,E,B,,N,0,1.742725131,0.613841822,0.356566953,0,-0.524881109,0,0
Tectona grandis,1072,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,2.130976692,0.176091259,0.307067951,0,-0.638574387,0,0
Terminalia arjuna,1073,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,2.117933835,0.164352856,0.282286691,0,-0.603312564,0,0
Terminalia bellirica,1074,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,2.197004728,-0.065501549,0.131503179,0,-0.297845294,0,0
Terminalia chebula,1075,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,1.872156273,0.28780173,0.159958003,0,-0.696479963,0,0
Thevetia paruviana,1076,Lal_etal_Inceptisol,TROP_FOR,,T,E,B,,N,0,1.861534411,0.283301229,0.14483564,0,-1.024522237,0,0
Woodfordia fruticosa,1077,Lal_etal_Inceptisol,TROP_FOR,,S,E,B,,N,0,2.044931546,0.123851641,0.168783187,0,-0.841125102,0,0
Ziziphus jujuba,1078,Lal_etal_Inceptisol,TROP_FOR,,T,D,B,,N,0,2.120902818,0.245512668,0.366415485,0,-0.600343581,0,0
Adina cordifolia,1079,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,0.954242509,2.087426457,0.320146286,0.407572743,0,-0.736482284,0,0
Anogeissus latifolia,1080,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,0,2.162564407,0.158362492,0.320926899,0,-0.883193084,0,0
Bauhinia racemosa,1081,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,Y,0,1.914871818,0.392696953,0.307568771,0,-0.829855677,0,0
Boswellia serrata,1082,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,0,2.098989639,0.120573931,0.219563571,0,-0.202040356,0,0
Bridelia retusa,1083,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,0,1.936010796,0.290034611,0.226045407,0,-0.887897945,0,0
Buchanania lanzan,1084,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,1,2.063333359,0.298853076,0.362186435,0,-0.822723289,0,0
Butea monosperma,1085,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,Y,1.041392685,2.146128036,0.404833717,0.550961752,0,-0.707743929,0,0
Diospyros melanoxylon,1086,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,1.041392685,2.07809415,0.167317335,0.245411485,0,-0.880513164,0,0
Ficus racemosa,1087,Lal_etal_Ultisol,TROP_FOR,,T,E,B,C3,N,0.84509804,1.96425963,0.322219295,0.286478925,0,-0.756986769,0,0
Gardenia latifolia,1088,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,0,1.943494516,0.230448921,0.173943437,0,-0.977324238,0,0
Hardwickia binata,1089,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,Y,0,2.076276255,0.305351369,0.381627625,0,-0.844542499,0,0
Lagerstroemia parviflora,1090,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,0,2.105169428,0.130333768,0.235503196,0,-0.940588063,0,0
Lannea coromandelica,1091,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,0,1.906873535,0.209515015,0.116388549,0,-0.421028607,0,0
Miliusa tomentosa,1092,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,0,1.933487288,0.356025857,0.289513145,0,-0.862392729,0,0
Pterocarpus marsupium,1093,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,Y,0,2.062581984,0.394451681,0.457033665,0,-0.937418016,0,0
Shorea robusta,1094,Lal_etal_Ultisol,TROP_FOR,,T,E,B,,N,1.113943352,1.988558957,0.294466226,0.283025183,0,-0.970048358,0,0
Soymida febrifuga,1095,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,0,2.127428778,0.149219113,0.276647891,0,-0.969481235,0,0
Syzygium cumini,1096,Lal_etal_Ultisol,TROP_FOR,,T,E,B,,N,1.113943352,2.13481437,0.303196057,0.438010428,0,-0.823792945,0,0
Terminalia alata,1097,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,1,2.028977705,0.167317335,0.19629504,0,-0.857078942,0,0
Wrightia tomentosa,1098,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,0,1.824125834,0.36361198,0.187737814,0,-1.061930814,0,0
Xeromphis uliginosa,1099,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,0,1.924795996,0.193124598,0.117920594,0,-1.033811319,0,0
Ziziphus glaberrima,1100,Lal_etal_Ultisol,TROP_FOR,,T,D,B,,N,0,1.997823081,0.340444115,0.338267196,0,-0.888233567,0,0
Achillea millefolium,1101,Lee_Cedar_Creek2,TEMP_FOR,,H,,B,C3,N,0,1.926231689,0.264325122,0.190556811,2.519636092,0,2.217483944,1.143491909
Agropyron repens,1102,Lee_Cedar_Creek2,TEMP_FOR,,G,,B,C3,N,0.301029996,1.740132609,0.251229828,-0.008637563,2.309131543,0,2.193124598,0.940006402
Amorpha canescens,1103,Lee_Cedar_Creek2,TEMP_FOR,,S,,B,C3,Y,0,1.814661504,0.376167582,0.190829086,2.49291081,0,2.350248018,1.167768023
Andropogon gerardi,1104,Lee_Cedar_Creek2,TEMP_FOR,,G,,B,C4,N,0,1.690635762,0.226184921,-0.083179317,2.184747627,0,2.46686762,1.159676956
Anemone cylindrica,1105,Lee_Cedar_Creek2,TEMP_FOR,,H,,B,C3,N,0,1.794933349,0.271536562,0.066469911,2.22124399,0,2.130333768,0.914173729
Bromus inermis,1106,Lee_Cedar_Creek2,TEMP_FOR,,G,,B,C3,N,0.301029996,1.74753947,0.20193689,-0.050523641,2.350664505,0,2.187520721,0.942653261
Koeleria cristata,1107,Lee_Cedar_Creek2,TEMP_FOR,,G,,B,C3,N,0,1.971262271,0.180698012,0.151960284,2.592604533,0,2.071882007,1.075407874
Lespedeza capitata,1108,Lee_Cedar_Creek2,TEMP_FOR,,H,,B,C3,Y,0,1.797825112,0.45178939,0.249614502,2.426493946,0,2.322219295,1.117639385
Lupinus perennis,1109,Lee_Cedar_Creek2,TEMP_FOR,,H,,B,C3,Y,0,1.730810546,0.515255934,0.24606648,2.499189703,0,2.457881897,1.193775138
Petalostemum villosum,1110,Lee_Cedar_Creek2,TEMP_FOR,,H,,B,C3,Y,0,1.932712185,0.35307954,0.285791725,2.79410052,0,2.414973348,1.350321933
Schizachyrium scoparium,1111,Lee_Cedar_Creek2,TEMP_FOR,,G,,B,C4,N,0,1.677540834,0.17704562,-0.145413546,2.202409837,0,2.471291711,1.155346056
Solidago rigida,1112,Lee_Cedar_Creek2,TEMP_FOR,,H,,B,C3,N,0.301029996,1.965239042,0.173679923,0.138918965,2.544949656,0,2.198657087,1.169800532
Sorghastrum nutans,1113,Lee_Cedar_Creek2,TEMP_FOR,,G,,B,C4,N,0.301029996,1.74349065,0.29363313,0.03712378,2.14702844,0,2.421603927,1.172223096
Aextoxicon punctatum,1114,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.73239376,2.102922997,-0.017728767,0.086359831,0,0,0,0
Amomyrtus luma,1115,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.62324929,2.149353765,0.004321374,0.152288344,0,0,0,0
Araucaria araucana,1116,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,2.459392488,2.503070352,-0.236572006,0.266498345,0,0,0,0
Drimys winteri,1117,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.62324929,2.250263684,-0.060480747,0.190331698,0,0,0,0
Embothrium coccineum,1118,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.113943352,2.013676223,0.240549248,0.255272505,0,0,0,0
Eucryphia cordifolia,1119,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.633468456,2.088309841,-0.004364805,0.079181246,0,0,0,0
Laurelia philippiana,1120,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.672097858,2.126679398,0.193124598,0.320146286,0,0,0,0
Myrceugenia planipes,1121,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.653212514,2.043351421,0.056904851,0.100370545,0,0,0,0
Nothofagus betuloides,1122,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.447158031,2.224025669,0.075546961,0.292256071,0,0,0,0
Nothofagus nitida,1123,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.579783597,2.177831921,0.064457989,0.243038049,0,0,0,0
Ovidia pillo-pillo,1124,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.397940009,1.994819487,0.330413773,0.326335861,0,0,0,0
Podocarpus nubigena,1125,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.944482672,2.310691141,-0.036212173,0.274478968,0,0,0,0
Podocarpus saligna,1126,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.579783597,2.247951552,-0.031517051,0.216434501,0,0,0,0
Saxegothaea conspicua,1127,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.698970004,2.123782159,0.029383778,0.153165937,0,0,0,0
Weinmannia trichosperma,1128,Lusk_saplings_Cordillera_Pelada,TEMP_FOR,,T,E,B,C3,N,1.380211242,2.173925197,-0.045757491,0.120573931,0,0,0,0
Cryptocarya alba,1129,Lusk-adults_Concepci—n,TEMP_FOR,,T,E,B,C3,N,1.498310554,2.161150909,-0.070581074,0.090569835,1.977723605,0,1.851869601,1.012837225
Drimys winteri,1130,Lusk-adults_Concepci—n,TEMP_FOR,,T,E,B,C3,N,1.447158031,2.13667714,0.033423755,0.170100895,2.008600172,0,1.807535028,0.944482672
Eucryphia cordifolia,1131,Lusk-adults_Concepci—n,TEMP_FOR,,T,E,B,C3,N,1.431363764,2.13076828,-0.096910013,0.033858267,1.995635195,0,1.914343157,1.045322979
Luma apiculata,1132,Lusk-adults_Concepci—n,TEMP_FOR,,T,E,B,C3,N,1.309630167,2.214670165,0.056904851,0.271575016,2.155336037,0,1.793790385,1.008600172
Nothofagus dombeyi,1133,Lusk-adults_Concepci—n,TEMP_FOR,,T,E,B,C3,N,1.158362492,2.091514981,0.238046103,0.329561084,2,0,1.965201701,1.056904851
Podocarpus saligna,1134,Lusk-adults_Concepci—n,TEMP_FOR,,T,E,B,C3,N,1.380211242,2.22184875,-0.008773924,0.213074825,1.785329835,0,1.57054294,0.792391689
Austrocedrus chilensis,1135,Lusk-adults_Los Lleuques,TEMP_FOR,,T,E,N,C3,N,1.462397998,2.292429824,0.037426498,0.329856322,2.033423755,0,1.588831726,0.880813592
Lomatia hirsuta,1136,Lusk-adults_Los Lleuques,TEMP_FOR,,T,E,B,C3,N,1.380211242,2.091514981,-0.075720714,0.015794267,2.136720567,0,1.862727528,0.954242509
Persea lingue,1137,Lusk-adults_Los Lleuques,TEMP_FOR,,T,E,B,C3,N,1.51851394,2.017728767,0.004321374,0.022050141,1.995635195,0,1.895974732,0.913813852
Podocarpus saligna,1138,Lusk-adults_Los Lleuques,TEMP_FOR,,T,E,B,C3,N,1.447158031,2.229147988,0.041392685,0.270540674,1.857332496,0,1.563481085,0.792391689
Prumnopitys andina,1139,Lusk-adults_Los Lleuques,TEMP_FOR,,T,E,B,C3,N,1.528273777,2.167491087,-0.031517051,0.135974036,1.69019608,0,1.580924976,0.748188027
Aextoxicon punctatum,1140,Lusk-adults_Puyehue,TEMP_FOR,,T,E,B,C3,N,1.643452676,2.13076828,-0.008773924,0.121994356,1.838849091,0,1.617000341,0.748188027
Dasyphyllum diacanthoides,1141,Lusk-adults_Puyehue,TEMP_FOR,,T,E,B,C3,N,1.204119983,2.119186408,0.08278537,0.201971778,2.161368002,0,1.86332286,0.982271233
Drimys winteri,1142,Lusk-adults_Puyehue,TEMP_FOR,,T,E,B,C3,N,1.556302501,2.259637311,-0.214670165,0.044967146,2.133538908,0,1.638489257,0.897627091
Embothrium coccineum,1143,Lusk-adults_Puyehue,TEMP_FOR,,T,E,B,C3,N,0.84509804,2.008773924,0.181843588,0.190617512,2.390935107,0,2.1430148,1.152288344
Eucryphia cordifolia,1144,Lusk-adults_Puyehue,TEMP_FOR,,T,E,B,C3,N,1.531478917,2.119186408,0,0.119186408,2.146128036,0,1.876217841,0.995635195
Gevuina avellana,1145,Lusk-adults_Puyehue,TEMP_FOR,,T,E,B,C3,N,1.716003344,2.187086643,-0.096910013,0.09017663,2.041392685,0,1.767155866,0.954242509
